latitude;longitude;weekly_traversals
38.69793298011828;-9.186197351403804;1442
38.697917311867336;-9.185973257137226;1872
38.69790164321154;-9.185749163295105;1515
38.69804929488176;-9.18562272606689;1443
38.698017955675596;-9.185174539222038;1235
38.69816560636383;-9.18504810117973;1394
38.698149935813476;-9.18482400817703;1703
38.69813426485826;-9.184599915598813;1010
38.698266242864456;-9.184249384371714;1587
38.69825057075954;-9.184025292425526;625
38.69839821948382;-9.183898852755087;1552
38.69853019471634;-9.18354832074895;1419
38.69851452112172;-9.183324229217837;3904
38.69849884712227;-9.183100138111262;840
38.698630819478254;-9.182749606130782;1014
38.698762790447354;-9.18239907376089;1556
38.69889476002962;-9.18204854100159;3107
38.69904240520385;-9.181922098129116;1614
38.699026728225;-9.18169800785294;2018
38.69915869503349;-9.181347474314936;1939
38.69914301690497;-9.181123384671;661
38.69929066045511;-9.18099694038763;2515
38.69943830370323;-9.180870495724227;1876
38.69942262448983;-9.180646406071023;2173
38.69955458713766;-9.180295871365148;1613
38.699702229101675;-9.180169425507847;1800
38.699686548398574;-9.179945336270041;1923
38.699834189720534;-9.179818889815797;2194
38.69996614895247;-9.179468353734537;2138
38.70009810679748;-9.179117817264109;2224
38.70008242385983;-9.178893728649538;562
38.70023006325556;-9.178767280404522;2331
38.70021437957307;-9.178543191997736;248
38.7003620183267;-9.178416743155806;1800
38.70050965677827;-9.178290293933866;3683
38.70065729492778;-9.178163844331921;2205
38.69213585946341;-9.21300979674619;15075
38.692283557876614;-9.212883398571416;31136
38.69259456875035;-9.212854724791908;17146
38.69275788148554;-9.212952450046073;19848
38.69292119419372;-9.213050175778944;19908
38.69308450687487;-9.21314790199052;15396
38.693232204837415;-9.213021502404942;14283
38.693395517529694;-9.213119228932628;25046
38.693706527932136;-9.213090555648018;23431
38.69369091262602;-9.212866428295621;30520
38.69367529691483;-9.212642301366952;28148
38.693659680798554;-9.21241817486201;24657
38.6936440642772;-9.212194048780807;14066
38.693791760353164;-9.212067647239222;27513
38.693776143086865;-9.21184352136419;32189
38.693760525415485;-9.211619395912901;32906
38.69374490733903;-9.211395270885378;25464
38.69372928885751;-9.211171146281615;12610
38.69387698327224;-9.211044743489527;21939
38.69386136404577;-9.210820619091987;12110
38.69384574441425;-9.210596495118219;9502
38.69383012437766;-9.210372371568228;6833
38.693814503936004;-9.210148248442048;1564
38.69396219668947;-9.210021844399565;12627
38.693946575502885;-9.20979772147964;14614
38.69393095391123;-9.209573598983523;7700
38.69391533191453;-9.209349476911221;4360
38.6940630233466;-9.209223071835954;6165
38.69403177745828;-9.208774828527776;6265
38.694163844017204;-9.208424301401447;7464
38.69414821972053;-9.208200180589452;9472
38.69413259501883;-9.207976060201293;5668
38.69428028414794;-9.207849653278123;8740
38.69426465870131;-9.20762553309635;5649
38.69441234718878;-9.207499125575495;5603
38.6943967209972;-9.207275005600104;7674
38.69438109440059;-9.207050886048581;7685
38.69451315456496;-9.206700358367495;7559
38.69448189866679;-9.206252120948967;51786
38.73412032339666;-9.153289277300566;175
38.73413607816035;-9.15351342192339;813
38.734299408441274;-9.153611035372743;3000
38.734151832519;-9.153737566971932;2326
38.733988502275594;-9.153639953358969;1399
38.73366184170722;-9.153444727569044;1071
38.7334827567648;-9.15312297291256;1379
38.73315609590397;-9.152927751279075;1487
38.73299276543281;-9.152830141180315;1185
38.7328136796533;-9.1525083920754;1372
38.73248701844583;-9.15231317555554;1436
38.732160357129786;-9.152117960950218;2929
38.731833695705184;-9.1519227482594;1437
38.73149127796858;-9.151503403561914;989
38.731148859459935;-9.151084063773538;948
38.7308221974513;-9.150888859394984;1531
38.73064310906974;-9.150567128065063;1005
38.73015311557839;-9.150274328449113;1088
38.729826453115415;-9.150079131098078;1756
38.72949979054417;-9.149883935661354;1071
38.72899403809658;-9.149367023084844;1062
38.72865161620373;-9.148947712417643;1377
38.72832495299534;-9.148752526249583;1643
38.7281616213506;-9.148654933883368;2325
38.72785071722482;-9.148683868676176;7905
38.72753981284441;-9.148712803240178;4611
38.727407998046395;-9.149063446437276;6991
38.726949518940444;-9.149218903986833;7439
38.726654370172156;-9.149471952079882;8968
38.72635922019305;-9.149724998652758;12207
38.726211644749455;-9.149851521369131;19533
38.72606406900316;-9.149978043705458;12945
38.72591649295416;-9.15010456566175;5267
38.72578467108321;-9.15045520229771;5123
38.72565284782416;-9.150805838546457;3482
38.72550527018655;-9.15093235892975;13086
38.72534193919124;-9.150834764096885;6828
38.72519436128856;-9.150961283936525;12496
38.72503103030385;-9.150863689418596;9916
38.724851946043344;-9.150541982469463;4201
38.72465710709871;-9.14999616629258;5413
38.72464135257074;-9.149772055302064;9185
38.724478021246775;-9.149674464788179;7786
38.724298934833875;-9.149352765472242;4594
38.723972271921966;-9.149157588121229;4090
38.72364560890227;-9.148962412684197;3029
38.723482277352005;-9.148864825683418;2795
38.723318945774786;-9.148767239161126;4367
38.72289197102448;-9.149370899025792;3014
38.73043668917077;-9.154308696358264;783
38.7305685176296;-9.153958036114897;2998
38.73073184775892;-9.154055646262233;5168
38.7295727845046;-9.153148254175234;3617
38.72707556522781;-9.151011850236308;5435
38.72640648650402;-9.150397347706228;7987
38.72670163852483;-9.150144302431935;399
38.72737071822985;-9.150758804085998;355
38.72800828740362;-9.150925072988679;261
38.72852978907625;-9.151666119668008;571
38.72913584900923;-9.151384145508002;105
38.72903553492164;-9.152183052160517;403
38.728677365726476;-9.151539595093972;213
38.72923037139609;-9.152728912947603;1081
38.729673103952;-9.152349338070445;284
38.73006277549331;-9.153441075511434;1304
38.73070034470013;-9.153607375483986;135
38.73081641750023;-9.153032579924139;395
38.730294918775115;-9.152291495162611;220
38.72866161119403;-9.151315469752477;239
38.72890371036379;-9.152533704315257;3659
38.729814869386374;-9.154366523809147;1282
38.730157278932445;-9.154785880095242;3572
38.729177299039236;-9.154200218611512;423
38.7066259210127;-9.145020591934577;20799
38.70667317124386;-9.14569274430712;14469
38.706572833794795;-9.14649139450313;22737
38.70662007572323;-9.147163553887829;19377
38.706667314010495;-9.147835717102723;13388
38.70671454865649;-9.148507884147653;11342
38.70676177966116;-9.149180055022462;7274
38.706777522520184;-9.149404112831792;5756
38.70723603047247;-9.149248697031835;369
38.70757843599741;-9.149667892945008;1736
38.70760992066652;-9.150116015407514;1585
38.70778899338815;-9.15043764822192;2283
38.7080999137619;-9.150408727751616;561
38.70857416487179;-9.150477379105464;910
38.69340120717937;-9.206464627502408;38192
38.69341683416673;-9.206688743205795;35221
38.69343246074908;-9.206912859333068;10941
38.69328477249049;-9.20703926587778;29069
38.693300398327935;-9.207263382211442;28440
38.69315270942771;-9.207389788158533;12030
38.69316833452023;-9.207613904698587;27233
38.69318395920774;-9.20783802166251;28389
38.693036269326;-9.207964426794453;9083
38.693051893268596;-9.208188543964736;24302
38.69306751680616;-9.208412661558862;27022
38.6930831399387;-9.208636779576814;17998
38.69293544873556;-9.208763183676094;21476
38.69295107112319;-9.208987301900374;27205
38.69281900092116;-9.209337823832564;19560
38.69283462215883;-9.209561942686953;26271
38.69285024299147;-9.209786061965147;22802
38.69270254982536;-9.20991246443402;11434
38.69273378959574;-9.210360703826721;24702
38.69258609544818;-9.210487105480341;4441
38.69260171438593;-9.210711225594821;13673
38.69276502774597;-9.21080894491455;12228
38.692749408873375;-9.210584824158747;24897
38.69291272227159;-9.210682543315828;21911
38.6930760356428;-9.210780262951605;21532
38.69323934898699;-9.210877983066066;16243
38.693387043287245;-9.210751580761897;8359
38.69355035664259;-9.210849301192416;15194
38.693713669970926;-9.210947022101626;19764
38.6938073772144;-9.212291773538016;14402
38.693558830194945;-9.213216955939028;34012
38.69244687060064;-9.212981123509486;15715
38.69229917214926;-9.213107521846855;6160
38.692151473396194;-9.21323391980403;21689
38.69216708692392;-9.21345804328558;21509
38.69218270004656;-9.21368216719081;12121
38.6920506126898;-9.214032688443888;29554
38.69206622466244;-9.214256812978878;19968
38.69191852394656;-9.214383209305213;21244
38.691934135174264;-9.21460733404626;39220
38.6919497459969;-9.214831459210956;43786
38.69180204429964;-9.214957854721836;13717
38.691786433816866;-9.214733729774759;3510
38.69181765437734;-9.215181980092556;9030
38.69464521334273;-9.206349830295192;949
38.69449752681839;-9.206476239446284;12052
38.69429590918955;-9.208073773883777;3789
38.69417946790883;-9.208648422637294;4125
38.694047400604966;-9.20899894996995;7963
38.69389260209364;-9.211268868310855;18846
38.69196535641444;-9.215055584799313;20740
38.70576200318937;-9.143860685637241;2427
38.70545108956874;-9.143889630478046;17286
38.70528775671008;-9.14379208067622;31556
38.70540383191804;-9.14321749796865;6704
38.70553565794876;-9.142866958828261;532
38.70566748259219;-9.142516419301439;2901
38.70565172774351;-9.142292376402017;3695
38.70597839430434;-9.142487469083807;6567
38.7062735503627;-9.142234474021913;2500
38.706552948726106;-9.14175743281887;8288
38.70638961524349;-9.141659887535278;9062
38.70670052535664;-9.141630933742531;6406
38.70684810168474;-9.1415044342864;3317
38.70715901127984;-9.141475479721334;10331
38.707143253433706;-9.141251434234777;3427
38.70729082885452;-9.141124933639293;10707
38.70740688570627;-9.140550342103612;7209
38.707538699761486;-9.140199795458622;8292
38.7075071783873;-9.139751707020562;1419
38.707802323709764;-9.139498701009945;11070
38.70793413360282;-9.139148153206307;5820
38.70806594210846;-9.138797605016519;4444
38.70822927643009;-9.138895144484827;4660
38.708376847390035;-9.138768639554417;5178
38.70839261072516;-9.138992684431338;6847
38.708719279235694;-9.139187765758992;1544
38.70901442107957;-9.138934754536221;2902
38.70898289290106;-9.138486661776218;910
38.70911469765259;-9.138136109205632;2465
38.70909893221181;-9.137912063674124;6963
38.708624693928655;-9.137843495181919;7599
38.70880379369468;-9.138165077385134;585
38.708477124594324;-9.137970001520117;1375
38.72625891003957;-9.150523869773313;6652
38.72609557892088;-9.150426275116338;6023
38.72624315534774;-9.150299753212858;3038
38.726227400251034;-9.150075637078144;6700
38.72619588884301;-9.149627406085838;3701
38.72603255746597;-9.149529813997452;9155
38.7261643758155;-9.149179176796467;2275
38.72647528175505;-9.149150244549826;9704
38.72662285591269;-9.149023720640534;12019
38.7269180033198;-9.148770671681836;5832
38.727228908209405;-9.148741737575397;6264
38.72752405387537;-9.148488686009173;7432
38.727671626254256;-9.148362159655981;6846
38.72781919833041;-9.148235632922757;5270
38.727982530093776;-9.148333223689697;7262
38.727998289678844;-9.148557341995694;10910
38.72814586183012;-9.148430814935184;13961
38.728293433678665;-9.148304287494618;12622
38.728425244618506;-9.14795364071878;8499
38.72888371804539;-9.147798173931802;8726
38.72917885841224;-9.147545114870077;10321
38.72948976015124;-9.147516175183915;8161
38.72978489877658;-9.147263113514528;8498
38.73008003619082;-9.147010050324925;11500
38.73022760444377;-9.14688351816002;8781
38.730686072286744;-9.146728042437683;11069
38.73098120674816;-9.146474975120103;6163
38.73127633999838;-9.14622190628226;6893
38.73157147203737;-9.145968835924165;9984
38.73171903760266;-9.145842300175019;8648
38.73188237008366;-9.145939889255388;9492
38.7320457025376;-9.146037478814312;9688
38.73248839764155;-9.145657868304276;9112
38.732620193555256;-9.145307203990138;3728
38.7330786535405;-9.145151715636542;6324
38.733389549485;-9.145122765247288;8630
38.733373779672924;-9.144898637022234;7268
38.73335800945592;-9.144674509223105;8560
38.73334223883403;-9.144450381849925;11664
38.73332646780721;-9.14422625490268;2918
38.73363736239366;-9.1441973008499;6677
38.733621590686155;-9.143973173469975;519
38.73412736121779;-9.144490063141962;5327
38.73445402696508;-9.144685240396216;3439
38.73461735979807;-9.144782829741214;3614
38.73509158700807;-9.144851467487065;11167
38.73510735813438;-9.14507560064778;9613
38.7352549197972;-9.144949058104128;10910
38.7354182525592;-9.145046649199772;3458
38.7355658139566;-9.144920106112297;1365
38.735729146728936;-9.14501769752282;1674
38.73604004064359;-9.144988745616928;999
38.73605581219223;-9.145212881779683;2349
38.73620337339912;-9.145086337820938;1847
38.736530038828775;-9.145281523664796;1439
38.73700426520363;-9.145350166429356;1232
38.73733093049094;-9.14554535577472;2922
38.7376418239571;-9.145516405300288;1088
38.73780515657028;-9.145614001005814;1494
38.73796848915629;-9.145711597189976;1735
38.73813182171511;-9.145809193852775;1604
38.73811604979149;-9.145585050617349;953
38.756595475442595;-9.141381493871028;155
38.75705389040315;-9.141225937544146;320
38.7571856361879;-9.140875163696371;215
38.75715404639803;-9.140426783075073;353
38.756974916617935;-9.14010498813868;425
38.75650070938245;-9.140036362316382;645
38.75617404070981;-9.13984115480995;682
38.75584737192728;-9.139645949218746;643
38.75552070303492;-9.139450745542778;635
38.75519403403276;-9.139255543781982;655
38.75471982639149;-9.13918692518889;1094
38.75422982262955;-9.138894128519686;336
38.753887356926775;-9.138474755890298;528
38.753724022165144;-9.138377159558331;305
38.753560687376115;-9.138279563705131;320
38.75323401771583;-9.138084373435007;307
38.752759809863505;-9.138015764365724;783
38.752433140058635;-9.13782057759783;452
38.75163226195822;-9.137556787729192;329
38.75099471847547;-9.137390593471398;637
38.7505205097449;-9.137321991007484;427
38.75006209666746;-9.137477553374906;641
38.74975122221953;-9.137506539550904;438
38.74944034751564;-9.137535525497636;431
38.74914526723977;-9.137788673017011;344
38.749176855392435;-9.138236997899646;265
38.74924002683699;-9.139133652780211;325
38.74927161012886;-9.139581982778065;309
38.7493031918004;-9.140030314480905;302
38.74948231622658;-9.140352076914956;105
38.7493663502825;-9.140926983001355;270
38.74938213889029;-9.141151151197024;262
38.749429502283114;-9.141823658341206;1468
38.74911862182677;-9.141852627510133;1085
38.74897107484014;-9.141979196261417;1203
38.74815440593873;-9.141491201991382;1040
38.747664404269855;-9.141198411174098;848
38.74732194893132;-9.140779057716085;1163
38.74699528077698;-9.140583869431403;1540
38.74683194665887;-9.140486276007115;2010
38.74635773195117;-9.14041765672464;1773
38.746715974341875;-9.141061162549866;155
38.74658421301927;-9.141411888660125;170
38.74648401985269;-9.142210937012656;80
38.74636803768052;-9.14278582493246;105
38.74623626995441;-9.143136550511725;215
38.746120282362675;-9.143711438713186;427
38.69679874461012;-9.18788111221222;31302
38.696814408521696;-9.188105206440044;22010
38.69683007202841;-9.188329301092281;4783
38.69668241526074;-9.188455733380636;25797
38.69671374037959;-9.1889039235241;8486
38.69658174424216;-9.189254450489416;23354
38.696449746718;-9.189604977064835;22999
38.69633340752465;-9.190179599580402;20015
38.69636472574511;-9.190627793513565;23456
38.69623272321291;-9.190978319930723;26569
38.69611637630715;-9.191552943975296;26089
38.695984370256646;-9.191903469819534;14034
38.69601568157859;-9.19235166754159;29268
38.695899326960415;-9.192926293114528;21728
38.695767315901904;-9.193276818799838;23608
38.6956509558708;-9.193851444637902;20018
38.69553459255838;-9.194426070924056;20924
38.69556589387233;-9.194874274545173;18792
38.695449524978976;-9.195448902541695;21432
38.695317504649374;-9.19579942770097;21660
38.695201130343136;-9.196374055961803;21275
38.69508475275555;-9.19694868467022;21220
38.69496837188662;-9.197523313826101;23386
38.69513168910664;-9.197620999584204;22565
38.695295006299745;-9.19771868582091;15714
38.73325775529669;-9.145473432962719;2724
38.733094422671904;-9.145375843428868;8307
38.73294685881108;-9.145502381949548;6931
38.732193267875076;-9.145910942357709;8806
38.73158723857526;-9.146192960701006;2809
38.73129210585562;-9.146446030626349;3388
38.73099697192475;-9.146699099031421;8332
38.73083363966886;-9.146601508968923;8885
38.73084940450512;-9.146825632663864;11348
38.73070183678269;-9.146952165916236;8516
38.72965309213395;-9.147613766077253;3584
38.729194620314836;-9.147769235333074;9686
38.72889947926738;-9.148022293962;6540
38.728441005224475;-9.148177759673986;8029
38.72770314446807;-9.148810394976588;5575
38.727244666497874;-9.148965854373595;3185
38.72678618744006;-9.149121312074417;1485
38.72649103874695;-9.149374359840207;587
38.72590073772828;-9.149880450811304;3269
38.72588498209753;-9.149656336386583;8727
38.725705894630885;-9.149334631256245;12062
38.72508408094905;-9.149392493518384;8436
38.72477317372644;-9.149421424306318;14821
38.72462559763794;-9.149547944737257;13987
38.72431468989582;-9.149576874752798;3410
38.72346652156242;-9.14864072003914;6195
38.723139858251976;-9.148445548757255;6875
38.72281319483383;-9.148250379389285;2330
38.72247077472637;-9.147831110569266;3670
38.72230744285855;-9.147733528202021;3213
38.72196502186221;-9.147314265888983;6747
38.72180168984917;-9.147216685599206;6820
38.721475025742436;-9.147021526455;3758
38.72113260362085;-9.146602273846785;4337
38.7208059391701;-9.146407119814269;4086
38.72062684839882;-9.146085450489853;4324
38.72030018365793;-9.145890300612038;6383
38.72013685124722;-9.145792726390773;5869
38.720121092143415;-9.145568635716927;4044
38.71995775964137;-9.145471062616139;4261
38.71963109455678;-9.145275917849785;4360
38.71930442936489;-9.145080774997059;4083
38.71912533683333;-9.144759117892576;4296
38.71896200410588;-9.144661548304258;4675
38.71863533857055;-9.144466410562796;5749
38.718472005762685;-9.144368842409637;6795
38.718308672928025;-9.144271274734871;6197
38.718129579379756;-9.143949625420817;5565
38.71796624642708;-9.143852059344841;5141
38.74884509898349;-9.1335296716836;145
38.74866596037648;-9.133207942437998;75
38.748650157527436;-9.132983789805738;95
38.748618550614324;-9.132535485820446;235
38.70818198501825;-9.138223013057186;2889
38.70801865050375;-9.138125475514565;9037
38.70800288582652;-9.137901433198891;6824
38.70767621658939;-9.137706360832011;271
38.70751288193104;-9.137608825365849;512
38.707170447131716;-9.137189717187685;19825
38.70685954303252;-9.137218688283005;16226
38.70668044264577;-9.136897118452989;13341
38.70672773821995;-9.137569229994712;3916
38.70659593202003;-9.137919771320387;11632
38.70644836113521;-9.138046274234078;22871
38.706464124432735;-9.138270312260023;15860
38.706479887325806;-9.138494350711753;6093
38.706348077606485;-9.138844891475019;14272
38.70636383935036;-9.13906893056228;3566
38.70623202749902;-9.139419471149123;10548
38.70610021426034;-9.139770011349807;13133
38.70596839963434;-9.140120551164294;15571
38.705984158739646;-9.140344591306347;11960
38.70583658362102;-9.140471090592568;22182
38.70599991744046;-9.14056863187415;4175
38.705852341981625;-9.140695130944257;14778
38.70570476622039;-9.140821629634598;22307
38.705572947432465;-9.141172168290362;19443
38.70558870430367;-9.141396209061268;31756
38.705604460770395;-9.1416202502579;22284
38.70547263910578;-9.141970788946523;23227
38.70534081605386;-9.14232132724879;13152
38.70537232479498;-9.142769411757365;19623
38.70538807855876;-9.142993454650178;13144
38.70525625188546;-9.143343993194629;30248
38.705272004500046;-9.143568036722588;36489
38.70530350851561;-9.144016125055494;16056
38.70515592716011;-9.144142619253158;9283
38.70517167822092;-9.14436666384189;9310
38.70518742887722;-9.14459070885626;9823
38.70535076150502;-9.144688260747166;13483
38.705366511692425;-9.144912306828974;23987
38.70538226147529;-9.145136353336417;22598
38.70539801085363;-9.145360400269466;18125
38.70541375982743;-9.145584447628133;16986
38.70542950839667;-9.1458084954124;20452
38.70544525656138;-9.146032543622255;20994
38.705461004321535;-9.146256592257723;23490
38.70547675167713;-9.146480641318773;14822
38.70516583450457;-9.146509575949088;19730
38.70501824914254;-9.146636067225062;23386
38.70503399547761;-9.1468601156374;25563
38.70537640519862;-9.14727928222598;729
38.70540789558846;-9.1477273837457;20701
38.70558697183871;-9.148048996662032;20628
38.705766047529025;-9.148370611765777;9607
38.705781791179135;-9.148594665298663;24510
38.70594512265934;-9.148692229056952;5926
38.705797534424676;-9.148818719257077;28682
38.705813277265655;-9.149042773641016;5078
38.70582901970202;-9.149266828450468;11642
38.7056971721763;-9.149617372856845;24457
38.70571291346334;-9.149841428301016;15074
38.705565323263315;-9.149967916876276;19908
38.70558106380559;-9.150191972529637;21111
38.705596803943266;-9.150416028608479;15146
38.70544921276057;-9.150542516371264;14856
38.70546495215351;-9.15076657265926;20084
38.705333098976475;-9.151117116323013;12420
38.70534883722004;-9.151341173245608;19876
38.70536457505901;-9.15156523059365;18256
38.70524845569479;-9.15213983227116;19730
38.7052641919798;-9.15236389067918;11588
38.705132333049214;-9.152714434405103;19950
38.705148068184826;-9.152938493447603;14344
38.705016207122256;-9.153289036995378;19835
38.70503194110847;-9.153513096672311;16509
38.7049000779139;-9.15386364004189;19728
38.704768213332095;-9.154214183024198;9246
38.70478394542416;-9.15443824354449;18883
38.7048154083944;-9.154886365861184;12089
38.70468354019107;-9.155236909083058;20606
38.70469927032447;-9.155460971088367;15809
38.70456739998915;-9.155811514131786;17111
38.70458312897314;-9.15603557677134;19731
38.70459885755248;-9.156259639836218;18966
38.70461458572718;-9.15648370332641;7376
38.70448271177033;-9.15683424660903;18957
38.7044984387956;-9.157058310733397;19926
38.70467749437951;-9.15737996154025;4996
38.70469322053095;-9.157604027156944;15603
38.704724671619864;-9.158052159666182;18910
38.70475612109013;-9.158500293876525;3478
38.70462424043016;-9.158850839038445;2366
38.704344752650236;-9.159327860255276;9612
38.70421286857349;-9.159678404045467;6511
38.703933375789816;-9.160155422317786;17392
38.703801488296385;-9.16050596473612;15391
38.703669599415775;-9.160856506766699;6845
38.7037010369693;-9.161304644316427;18649
38.703716755139034;-9.161528713729057;5618
38.70356914521197;-9.161655186376482;18327
38.70343725206749;-9.162005728048698;18046
38.70328964119584;-9.162132199719752;8015
38.70330535753587;-9.162356269333033;11614
38.70314203002197;-9.162258671010889;8968
38.70312631361737;-9.16203460203931;2087
38.70296298601221;-9.161937004837231;5779
38.70294726913833;-9.161712936932512;11627
38.702783941441915;-9.161615340850492;15859
38.70279965838035;-9.161839408113497;11385
38.70281537491411;-9.162063475801666;14995
38.70283109104319;-9.16228754391498;16532
38.703010134205705;-9.162609211102273;1817
38.70302584946083;-9.162833280707568;3045
38.70304156431128;-9.163057350737983;9131
38.703057278757015;-9.163281421193544;17947
38.70307299279808;-9.163505492074203;19978
38.703252033522894;-9.163827165715704;10230
38.70328345945229;-9.164275310885978;5128
38.70315155693281;-9.164625852854112;20207
38.70318297975375;-9.165074000141708;20718
38.703198690557144;-9.16529807442312;20882
38.70306678441611;-9.165648616628513;15607
38.703082494069974;-9.16587269154342;19693
38.703098203319115;-9.166096766883374;16122
38.70296629430134;-9.16644730911743;19439
38.70298200240094;-9.166671385090813;18309
38.70285009125124;-9.167021927145049;20884
38.70271817871446;-9.167372468811005;8552
38.7027338849197;-9.167596545626111;18439
38.702601970250996;-9.16794708711213;5114
38.70263337995759;-9.168395242433984;18870
38.70250146241218;-9.168745783948255;14073
38.702517165913534;-9.168969862454942;19270
38.702548571701996;-9.169418020743176;5228
38.702400948588014;-9.169544482928968;21659
38.702416650535035;-9.169768562493806;17659
38.7024323520773;-9.169992642483592;5548
38.70230042877844;-9.17034318405397;18428
38.70231612917112;-9.170567264676889;8835
38.70218420374038;-9.170917806066953;18684
38.70205227692257;-9.171268347068466;17427
38.702067975420825;-9.171492428532622;19462
38.7020836735143;-9.17171651042168;14299
38.70195174381979;-9.17206705145089;19503
38.701967440763674;-9.172291133972942;16636
38.70183550893728;-9.172641674821616;24539
38.70185120473153;-9.17286575797663;24279
38.70186690012102;-9.173089841556505;9453
38.70173496541792;-9.173440382432624;19649
38.70175065965776;-9.173664466645413;10087
38.7016187228228;-9.174015007340826;20174
38.701634415913034;-9.17423909218645;12401
38.70165010859847;-9.174463177456891;6000
38.70150247694622;-9.174589632701098;36435
38.70133915298651;-9.174492002728506;23235
38.70117582900004;-9.174394373234351;11672
